bioguide_id,birthday,chamber,contact_form,crp_id,district,fax,fec_ids,first_name,gender,govtrack_id,in_office,last_name,leadership_role,middle_name,name_suffix,nickname,oc_email,ocd_id,office,party,phone,state,state_name,term_end,term_start,thomas_id,title,votesmart_id,website
K000386,1962-11-09,house,None,N00035934,24,202-225-4042,H4NY24073,John,M,412649,True,Katko,None,None,None,None,Rep.Katko@opencongress.org,ocd-division/country:us/state:ny/cd:24,1620 Longworth House Office Building,R,202-225-3701,NY,New York,2019-01-03,2017-01-03,02264,Rep,152546,https://katko.house.gov
S001196,1984-07-02,house,None,N00035523,21,202-226-0621,H4NY21079,Elise,F,412648,True,Stefanik,None,None,None,None,Rep.Stefanik@opencongress.org,ocd-division/country:us/state:ny/cd:21,318 Cannon House Office Building,R,202-225-4611,NY,New York,2019-01-03,2017-01-03,02263,Rep,152539,https://stefanik.house.gov
R000602,1965-02-15,house,None,N00035927,4,202-225-5758,H4NY04075,Kathleen,F,412647,True,Rice,None,None,None,None,Rep.Kathleenrice@opencongress.org,ocd-division/country:us/state:ny/cd:4,1508 Longworth House Office Building,D,202-225-5516,NY,New York,2019-01-03,2017-01-03,02262,Rep,127653,http://kathleenrice.house.gov
W000822,1945-02-06,house,None,N00036158,12,202-225-6025,H4NJ12149,Bonnie,F,412644,True,Watson Coleman,None,None,None,None,Rep.Watsoncoleman@opencongress.org,ocd-division/country:us/state:nj/cd:12,1535 Longworth House Office Building,D,202-225-5801,NJ,New Jersey,2019-01-03,2017-01-03,02259,Rep,24799,https://watsoncoleman.house.gov
M001193,1960-10-16,house,None,N00036155,3,202-225-0778,H4NJ03130,Tom,M,412643,True,MacArthur,None,None,None,None,Rep.Macarthur@opencongress.org,ocd-division/country:us/state:nj/cd:3,506 Cannon House Office Building,R,202-225-4765,NJ,New Jersey,2019-01-03,2017-01-03,02258,Rep,152113,https://macarthur.house.gov
R000603,1972-02-16,house,None,N00033527,7,202-225-5773,H2NC07096,David,M,412641,True,Rouzer,None,None,None,None,Rep.Rouzer@opencongress.org,ocd-division/country:us/state:nc/cd:7,424 Cannon House Office Building,R,202-225-2731,NC,North Carolina,2019-01-03,2017-01-03,02256,Rep,102964,https://rouzer.house.gov
E000294,1961-03-03,house,None,N00035440,6,202-225-6475,H4MN06087,Tom,M,412639,True,Emmer,None,None,None,None,Rep.Emmer@opencongress.org,ocd-division/country:us/state:mn/cd:6,315 Cannon House Office Building,R,202-225-2331,MN,Minnesota,2019-01-03,2017-01-03,02253,Rep,38894,https://emmer.house.gov
L000581,1954-10-18,house,None,N00034068,14,202-226-2356,H2MI14111,Brenda,F,412638,True,Lawrence,None,None,None,None,Rep.Lawrence@opencongress.org,ocd-division/country:us/state:mi/cd:14,1213 Longworth House Office Building,D,202-225-5802,MI,Michigan,2019-01-03,2017-01-03,02252,Rep,78851,https://lawrence.house.gov
D000624,1953-11-23,house,None,N00036149,12,202-226-0371,H4MI12079,Debbie,F,412637,True,Dingell,None,None,None,None,Rep.Debbiedingell@opencongress.org,ocd-division/country:us/state:mi/cd:12,116 Cannon House Office Building,D,202-225-4071,MI,Michigan,2019-01-03,2017-01-03,02251,Rep,152482,https://debbiedingell.house.gov
T000475,1960-10-16,house,None,N00035607,11,None,H4MI11097,Dave,M,412636,True,Trott,None,None,None,None,Rep.Trott@opencongress.org,ocd-division/country:us/state:mi/cd:11,1722 Longworth House Office Building,R,202-225-8171,MI,Michigan,2019-01-03,2017-01-03,02250,Rep,152477,https://trott.house.gov
B001293,1967-03-18,house,None,N00036449,8,202-225-5820,H4MI08135,Mike,M,412635,True,Bishop,None,None,None,None,Rep.Mikebishop@opencongress.org,ocd-division/country:us/state:mi/cd:8,428 Cannon House Office Building,R,202-225-4872,MI,Michigan,2019-01-03,2017-01-03,02249,Rep,20157,https://mikebishop.house.gov
M001194,1961-05-08,house,None,N00036275,4,202-225-9679,H4MI04126,John,M,412634,True,Moolenaar,None,None,None,None,Rep.Moolenaar@opencongress.org,ocd-division/country:us/state:mi/cd:4,117 Cannon House Office Building,R,202-225-3561,MI,Michigan,2019-01-03,2017-01-03,02248,Rep,37676,https://moolenaar.house.gov
M001196,1978-10-24,house,None,N00035431,6,202-225-5915,H4MA06090,Seth,M,412632,True,Moulton,None,None,None,None,Rep.Moulton@opencongress.org,ocd-division/country:us/state:ma/cd:6,1408 Longworth House Office Building,D,202-225-8020,MA,Massachusetts,2019-01-03,2017-01-03,02246,Rep,146299,http://moulton.house.gov
G000577,1972-01-31,house,None,N00036135,6,202-225-7313,H4LA06153,Garret,M,412631,True,Graves,None,None,None,None,Rep.Garretgraves@opencongress.org,ocd-division/country:us/state:la/cd:6,430 Cannon House Office Building,R,202-225-3901,LA,Louisiana,2019-01-03,2017-01-03,02245,Rep,155424,https://garretgraves.house.gov
A000374,1954-09-16,house,None,N00036633,5,202-225-5639,H4LA05221,Ralph,M,412630,True,Abraham,None,None,None,None,Rep.Abraham@opencongress.org,ocd-division/country:us/state:la/cd:5,417 Cannon House Office Building,R,202-225-8490,LA,Louisiana,2019-01-03,2017-01-03,02244,Rep,155414,https://abraham.house.gov
B001294,1955-04-26,house,None,N00033744,1,None,H2IA01055,Rod,M,412627,True,Blum,None,None,None,None,Rep.Blum@opencongress.org,ocd-division/country:us/state:ia/cd:1,1108 Longworth House Office Building,R,202-225-2911,IA,Iowa,2019-01-03,2017-01-03,02241,Rep,135714,https://blum.house.gov
A000372,1951-11-07,house,None,N00033720,12,202-225-3377,H2GA12121,Rick,M,412625,True,Allen,None,None,None,None,Rep.Allen@opencongress.org,ocd-division/country:us/state:ga/cd:12,426 Cannon House Office Building,R,202-225-2823,GA,Georgia,2019-01-03,2017-01-03,02239,Rep,136062,http://allen.house.gov
L000583,1963-12-22,house,None,N00035347,11,202-225-2944,H4GA11061,Barry,M,412624,True,Loudermilk,None,None,None,None,Rep.Loudermilk@opencongress.org,ocd-division/country:us/state:ga/cd:11,329 Cannon House Office Building,R,202-225-2931,GA,Georgia,2019-01-03,2017-01-03,02238,Rep,31618,http://loudermilk.house.gov
H001071,1960-04-22,house,None,N00032243,10,202-226-0776,H0GA07125,Jody,M,412623,True,Hice,None,None,None,None,Rep.Hice@opencongress.org,ocd-division/country:us/state:ga/cd:10,324 Cannon House Office Building,R,202-225-4101,GA,Georgia,2019-01-03,2017-01-03,02237,Rep,122246,https://hice.house.gov
C001103,1957-09-06,house,None,N00035346,1,202-226-2269,H4GA01039,Buddy,M,412622,True,Carter,None,None,None,None,Rep.Buddycarter@opencongress.org,ocd-division/country:us/state:ga/cd:1,432 Cannon House Office Building,R,202-225-5831,GA,Georgia,2019-01-03,2017-01-03,02236,Rep,32085,http://buddycarter.house.gov
C001107,1980-03-01,house,None,N00035403,26,None,H4FL26038,Carlos,M,412621,True,Curbelo,None,None,None,None,Rep.Curbelo@opencongress.org,ocd-division/country:us/state:fl/cd:26,1404 Longworth House Office Building,R,202-225-2778,FL,Florida,2019-01-03,2017-01-03,02235,Rep,137676,http://curbelo.house.gov
B001297,1959-02-16,house,None,N00030829,4,202-225-5870,S0CO00237;H4CO04090,Ken,M,412619,True,Buck,None,None,None,None,Rep.Buck@opencongress.org,ocd-division/country:us/state:co/cd:4,1130 Longworth House Office Building,R,202-225-4676,CO,Colorado,2019-01-03,2017-01-03,02233,Rep,125319,https://buck.house.gov
A000371,1979-06-19,house,None,N00033997,31,202-226-6962,H2CA31125,Pete,M,412615,True,Aguilar,None,None,None,None,Rep.Aguilar@opencongress.org,ocd-division/country:us/state:ca/cd:31,1223 Longworth House Office Building,D,202-225-3201,CA,California,2019-01-03,2017-01-03,02229,Rep,70114,https://aguilar.house.gov
M001197,1966-03-22,house,None,N00033982,2,202-225-0378,H2AZ08102,Martha,F,412611,True,McSally,None,None,None,None,Rep.Mcsally@opencongress.org,ocd-division/country:us/state:az/cd:2,510 Cannon House Office Building,R,202-225-2542,AZ,Arizona,2019-01-03,2017-01-03,02225,Rep,137299,https://mcsally.house.gov
W000821,1967-11-18,house,None,N00035527,4,None,H4AR04048,Bruce,M,412610,True,Westerman,None,None,None,None,Rep.Westerman@opencongress.org,ocd-division/country:us/state:ar/cd:4,130 Cannon House Office Building,R,202-225-3772,AR,Arkansas,2019-01-03,2017-01-03,02224,Rep,119120,https://westerman.house.gov
H001072,1956-12-05,house,None,N00035792,2,202-225-5903,H4AR02141,French,M,412609,True,Hill,None,None,None,None,Rep.Hill@opencongress.org,ocd-division/country:us/state:ar/cd:2,1229 Longworth House Office Building,R,202-225-2506,AR,Arkansas,2019-01-03,2017-01-03,02223,Rep,146290,https://hill.house.gov
P000609,1954-05-14,house,None,N00035691,6,202-225-2082,H4AL06098,Gary,M,412608,True,Palmer,None,None,None,None,Rep.Palmer@opencongress.org,ocd-division/country:us/state:al/cd:6,330 Cannon House Office Building,R,202-225-4921,AL,Alabama,2019-01-03,2017-01-03,02221,Rep,146274,https://palmer.house.gov
A000370,1946-05-27,house,None,N00035451,12,202-225-1512,H4NC12100,Alma,F,412607,True,Adams,None,None,None,None,Rep.Adams@opencongress.org,ocd-division/country:us/state:nc/cd:12,222 Cannon House Office Building,D,202-225-1510,NC,North Carolina,2019-01-03,2017-01-03,02201,Rep,5935,http://adams.house.gov
N000188,1958-12-13,house,None,N00036154,1,202-225-6583,H4NJ01084,Donald,M,412606,True,Norcross,None,W.,None,None,Rep.Norcross@opencongress.org,ocd-division/country:us/state:nj/cd:1,1531 Longworth House Office Building,D,202-225-6501,NJ,New Jersey,2019-01-03,2017-01-03,02202,Rep,116277,https://norcross.house.gov
B001290,1964-07-27,house,None,N00036013,7,None,H4VA07143,David,M,412605,True,Brat,None,Alan,None,Dave,Rep.Brat@opencongress.org,ocd-division/country:us/state:va/cd:7,1628 Longworth House Office Building,R,202-225-2815,VA,Virginia,2019-01-03,2017-01-03,02203,Rep,152270,http://brat.house.gov
B001289,1955-02-16,house,None,N00035380,1,202-225-0562,H4AL01123,Bradley,M,412601,True,Byrne,None,None,None,None,Rep.Byrne@opencongress.org,ocd-division/country:us/state:al/cd:1,119 Cannon House Office Building,R,202-225-4931,AL,Alabama,2019-01-03,2017-01-03,02197,Rep,27584,https://byrne.house.gov
C001101,1963-07-17,house,None,N00035278,5,202-226-0092,H4MA05084,Katherine,F,412600,True,Clark,None,M.,None,None,Rep.Katherineclark@opencongress.org,ocd-division/country:us/state:ma/cd:5,1415 Longworth House Office Building,D,202-225-2836,MA,Massachusetts,2019-01-03,2017-01-03,02196,Rep,35858,https://katherineclark.house.gov
B001288,1969-04-27,senate,https://www.booker.senate.gov/?p=contact,N00035267,None,202-224-8378,S4NJ00185,Cory,M,412598,True,Booker,None,Anthony,None,None,Sen.Booker@opencongress.org,ocd-division/country:us/state:nj,359 Dirksen Senate Office Building,D,202-224-3224,NJ,New Jersey,2021-01-03,2015-01-06,02194,Sen,76151,https://www.booker.senate.gov
S001195,1980-06-16,house,None,N00035282,8,202-226-0326,H4MO08162,Jason,M,412596,True,Smith,None,T.,None,None,Rep.Jasonsmith@opencongress.org,ocd-division/country:us/state:mo/cd:8,1118 Longworth House Office Building,R,202-225-4404,MO,Missouri,2019-01-03,2017-01-03,02191,Rep,59318,https://jasonsmith.house.gov
S000051,1960-05-28,house,None,N00002424,1,843-521-2535,H4SC01073,Marshall,M,400607,True,Sanford,None,None,None,Mark,Rep.Sanford@opencongress.org,ocd-division/country:us/state:sc/cd:1,2211 Rayburn House Office Building,R,202-225-3176,SC,South Carolina,2019-01-03,2017-01-03,01012,Rep,21991,https://sanford.house.gov
K000385,1956-04-30,house,None,N00035215,2,202-225-4583,H2IL02172,Robin,F,412595,True,Kelly,None,None,None,None,Rep.Robinkelly@opencongress.org,ocd-division/country:us/state:il/cd:2,1239 Longworth House Office Building,D,202-225-0773,IL,Illinois,2019-01-03,2017-01-03,02190,Rep,33384,https://robinkelly.house.gov
P000607,1964-08-14,house,None,N00033549,2,202-225-6942,H2WI02124,Mark,M,412585,True,Pocan,None,None,None,None,Rep.Pocan@opencongress.org,ocd-division/country:us/state:wi/cd:2,1421 Longworth House Office Building,D,202-225-2906,WI,Wisconsin,2019-01-03,2017-01-03,02171,Rep,26238,http://pocan.house.gov
H001064,1952-07-29,house,None,N00031557,10,202-225-0129,H0WA03161,Denny,M,412584,True,Heck,None,None,None,None,Rep.Dennyheck@opencongress.org,ocd-division/country:us/state:wa/cd:10,425 Cannon House Office Building,D,202-225-9740,WA,Washington,2019-01-03,2017-01-03,02170,Rep,126058,http://dennyheck.house.gov
K000381,1974-01-01,house,None,N00034453,6,None,H2WA06129,Derek,M,412583,True,Kilmer,None,None,None,None,Rep.Kilmer@opencongress.org,ocd-division/country:us/state:wa/cd:6,1520 Longworth House Office Building,D,202-225-5916,WA,Washington,2019-01-03,2017-01-03,02169,Rep,51516,https://kilmer.house.gov
K000384,1958-02-26,senate,https://www.kaine.senate.gov/contact,N00033177,None,202-228-6363,S2VA00142,Timothy,M,412582,True,Kaine,None,None,None,None,Sen.Kaine@opencongress.org,ocd-division/country:us/state:va,231 Russell Senate Office Building,D,202-224-4024,VA,Virginia,2019-01-03,2013-01-03,02176,Sen,50772,https://www.kaine.senate.gov
S001192,1960-07-15,house,None,N00033932,2,801-364-5551,H2UT02324,Chris,M,412581,True,Stewart,None,None,None,None,Rep.Stewart@opencongress.org,ocd-division/country:us/state:ut/cd:2,323 Cannon House Office Building,R,202-225-9730,UT,Utah,2019-01-03,2017-01-03,02168,Rep,135930,http://stewart.house.gov
V000132,1963-02-13,house,None,N00034349,34,202-225-9770,H2TX27190,Filemon,M,412580,True,Vela,None,None,None,None,Rep.Vela@opencongress.org,ocd-division/country:us/state:tx/cd:34,437 Cannon House Office Building,D,202-225-9901,TX,Texas,2019-01-03,2017-01-03,02167,Rep,137719,https://vela.house.gov
V000131,1971-01-03,house,None,N00033839,33,202-225-9702,H2TX33073,Marc,M,412579,True,Veasey,None,A.,None,None,Rep.Veasey@opencongress.org,ocd-division/country:us/state:tx/cd:33,1519 Longworth House Office Building,D,202-225-9897,TX,Texas,2019-01-03,2017-01-03,02166,Rep,49671,http://veasey.house.gov
W000816,1949-09-13,house,None,N00030602,25,512-473-8946,H2TX33040;S2TX00270,Roger,M,412578,True,Williams,None,None,None,None,Rep.Williams@opencongress.org,ocd-division/country:us/state:tx/cd:25,1323 Longworth House Office Building,R,202-225-9896,TX,Texas,2019-01-03,2017-01-03,02165,Rep,50112,http://williams.house.gov
C001091,1974-09-16,house,None,N00033316,20,202-225-1915,H2TX35011,Joaquin,M,412576,True,Castro,None,None,None,None,Rep.Castro@opencongress.org,ocd-division/country:us/state:tx/cd:20,1221 Longworth House Office Building,D,202-225-3236,TX,Texas,2019-01-03,2017-01-03,02163,Rep,49227,https://castro.house.gov
O000170,1972-09-26,house,None,N00033540,16,None,H2TX16185,Beto,M,412575,True,O’Rourke,None,None,None,None,Rep.Orourke@opencongress.org,ocd-division/country:us/state:tx/cd:16,1330 Longworth House Office Building,D,202-225-4831,TX,Texas,2019-01-03,2017-01-03,02162,Rep,78533,http://orourke.house.gov
W000814,1953-07-02,house,None,N00033539,14,202-225-0271,H2TX14149,Randy,M,412574,True,Weber,None,K.,None,None,Rep.Weber@opencongress.org,ocd-division/country:us/state:tx/cd:14,1708 Longworth House Office Building,R,202-225-2831,TX,Texas,2019-01-03,2017-01-03,02161,Rep,102026,http://weber.house.gov
C001098,1970-12-22,senate,http://www.cruz.senate.gov/?p=email_senator,N00033085,None,202-228-3398,S2TX00312,Ted,M,412573,True,Cruz,None,None,None,None,Sen.Cruz@opencongress.org,ocd-division/country:us/state:tx,404 Russell Senate Office Building,R,202-224-5922,TX,Texas,2019-01-03,2013-01-03,02175,Sen,135705,https://www.cruz.senate.gov
R000597,1957-08-04,house,None,N00033832,7,None,H2SC07066,Tom,M,412572,True,Rice,None,None,None,None,Rep.Rice@opencongress.org,ocd-division/country:us/state:sc/cd:7,223 Cannon House Office Building,R,202-225-9895,SC,South Carolina,2019-01-03,2017-01-03,02160,Rep,132382,http://rice.house.gov
C001090,1961-05-01,house,None,N00034128,17,570-341-1055,H2PA17079,Matthew,M,412571,True,Cartwright,None,A.,None,None,Rep.Cartwright@opencongress.org,ocd-division/country:us/state:pa/cd:17,1034 Longworth House Office Building,D,202-225-5546,PA,Pennsylvania,2019-01-03,2017-01-03,02159,Rep,136236,http://cartwright.house.gov
R000598,1962-04-25,house,None,N00031253,12,202-225-5709,H0PA04220,Keith,M,412570,True,Rothfus,None,J.,None,None,Rep.Rothfus@opencongress.org,ocd-division/country:us/state:pa/cd:12,1205 Longworth House Office Building,R,202-225-2065,PA,Pennsylvania,2019-01-03,2017-01-03,02158,Rep,119466,https://rothfus.house.gov
P000605,1962-05-27,house,None,N00034120,4,202-226-1000,H2PA04135,Scott,M,412569,True,Perry,None,None,None,None,Rep.Perry@opencongress.org,ocd-division/country:us/state:pa/cd:4,1207 Longworth House Office Building,R,202-225-5836,PA,Pennsylvania,2019-01-03,2017-01-03,02157,Rep,59980,http://perry.house.gov
M001190,1977-07-26,house,None,N00033410,2,202-225-3038,H2OK02083,Markwayne,M,412568,True,Mullin,None,None,None,None,Rep.Mullin@opencongress.org,ocd-division/country:us/state:ok/cd:2,1113 Longworth House Office Building,R,202-225-2701,OK,Oklahoma,2019-01-03,2017-01-03,02156,Rep,135898,https://mullin.house.gov
B001283,1975-06-15,house,None,N00033532,1,918-935-2716,H2OK01143,Jim,M,412567,True,Bridenstine,None,None,None,None,Rep.Bridenstine@opencongress.org,ocd-division/country:us/state:ok/cd:1,216 Cannon House Office Building,R,202-225-2211,OK,Oklahoma,2019-01-03,2017-01-03,02155,Rep,135894,http://bridenstine.house.gov
J000295,1957-03-17,house,None,N00035007,14,202-225-3307,H2OH14064,David,M,412566,True,Joyce,None,P.,None,None,Rep.Joyce@opencongress.org,ocd-division/country:us/state:oh/cd:14,1124 Longworth House Office Building,R,202-225-5731,OH,Ohio,2019-01-03,2017-01-03,02154,Rep,143052,https://joyce.house.gov
B001281,1950-03-12,house,None,N00033904,3,202-225-1984,H2OH03125,Joyce,F,412565,True,Beatty,None,None,None,None,Rep.Beatty@opencongress.org,ocd-division/country:us/state:oh/cd:3,133 Cannon House Office Building,D,202-225-4324,OH,Ohio,2019-01-03,2017-01-03,02153,Rep,2427,http://beatty.house.gov
W000815,1958-06-17,house,None,N00033310,2,202-225-1992,H2OH02085,Brad,M,412564,True,Wenstrup,None,R.,None,None,Rep.Wenstrup@opencongress.org,ocd-division/country:us/state:oh/cd:2,2419 Rayburn House Office Building,R,202-225-3164,OH,Ohio,2019-01-03,2017-01-03,02152,Rep,135326,http://wenstrup.house.gov
C001092,1950-05-20,house,None,N00001285,27,202-225-5910,H8NY29032,Chris,M,412563,True,Collins,None,None,None,None,Rep.Chriscollins@opencongress.org,ocd-division/country:us/state:ny/cd:27,1117 Longworth House Office Building,R,202-225-5265,NY,New York,2019-01-03,2017-01-03,02151,Rep,139770,https://chriscollins.house.gov
M001185,1966-07-30,house,None,N00034277,18,202-225-3289,H2NY22139,Sean,M,412562,True,Maloney,None,Patrick,None,None,Rep.Seanmaloney@opencongress.org,ocd-division/country:us/state:ny/cd:18,1027 Longworth House Office Building,D,202-225-5441,NY,New York,2019-01-03,2017-01-03,02150,Rep,139760,http://seanmaloney.house.gov
J000294,1970-08-04,house,None,N00033640,8,None,H2NY10092,Hakeem,M,412561,True,Jeffries,None,S.,None,None,Rep.Jeffries@opencongress.org,ocd-division/country:us/state:ny/cd:8,1607 Longworth House Office Building,D,202-225-5936,NY,New York,2019-01-03,2017-01-03,02149,Rep,55285,http://jeffries.house.gov
M001188,1975-10-01,house,None,N00034547,6,202-225-1589,H2NY06116,Grace,F,412560,True,Meng,None,None,None,None,Rep.Meng@opencongress.org,ocd-division/country:us/state:ny/cd:6,1317 Longworth House Office Building,D,202-225-2601,NY,New York,2019-01-03,2017-01-03,02148,Rep,69157,http://meng.house.gov
L000580,1959-10-24,house,None,N00029400,1,202-225-4975,H8NM01257,Michelle,F,412558,True,Lujan Grisham,None,None,None,None,Rep.Lujangrisham@opencongress.org,ocd-division/country:us/state:nm/cd:1,214 Cannon House Office Building,D,202-225-6316,NM,New Mexico,2019-01-03,2017-01-03,02146,Rep,102404,https://lujangrisham.house.gov
K000382,1956-09-05,house,None,N00030875,2,202-225-2946,H0NH02181,Ann,F,412557,True,Kuster,None,M.,None,None,Rep.Kuster@opencongress.org,ocd-division/country:us/state:nh/cd:2,137 Cannon House Office Building,D,202-225-5206,NH,New Hampshire,2019-01-03,2017-01-03,02145,Rep,122256,http://kuster.house.gov
F000463,1951-03-01,senate,http://www.fischer.senate.gov/public/index.cfm/contact,N00033443,None,202-228-1325,S2NE00094,Deb,F,412556,True,Fischer,None,None,None,None,Sen.Fischer@opencongress.org,ocd-division/country:us/state:ne,454 Russell Senate Office Building,R,202-224-6551,NE,Nebraska,2019-01-03,2013-01-03,02179,Sen,41963,https://www.fischer.senate.gov
C001096,1961-01-21,house,None,N00004614,0,202-226-0893,H0ND01026;H6ND00074,Kevin,M,412555,True,Cramer,None,None,None,None,Rep.Cramer@opencongress.org,ocd-division/country:us/state:nd,1717 Longworth House Office Building,R,202-225-2611,ND,North Dakota,2019-01-03,2017-01-03,02144,Rep,444,http://cramer.house.gov
H001069,1955-10-30,senate,http://www.heitkamp.senate.gov/public/index.cfm/contact,N00033782,None,202-224-7776,S2ND00099,Heidi,F,412554,True,Heitkamp,None,None,None,None,Sen.Heitkamp@opencongress.org,ocd-division/country:us/state:nd,516 Hart Senate Office Building,D,202-224-2043,ND,North Dakota,2019-01-03,2013-01-03,02174,Sen,41716,https://www.heitkamp.senate.gov/public
H001065,1968-04-17,house,None,N00033399,2,919-782-4490,H2NC13110,George,M,412553,True,Holding,None,None,None,None,Rep.Holding@opencongress.org,ocd-division/country:us/state:nc/cd:2,1110 Longworth House Office Building,R,202-225-3032,NC,North Carolina,2019-01-03,2017-01-03,02143,Rep,136462,http://holding.house.gov
M001187,1959-07-28,house,None,N00033631,11,202-226-6422,H2NC11080,Mark,M,412552,True,Meadows,None,None,None,None,Rep.Meadows@opencongress.org,ocd-division/country:us/state:nc/cd:11,1024 Longworth House Office Building,R,202-225-6401,NC,North Carolina,2019-01-03,2017-01-03,02142,Rep,136459,https://meadows.house.gov
P000606,1948-08-15,house,None,N00034416,9,202-225-3389,H2NC09134,Robert,M,412551,True,Pittenger,None,None,None,None,Rep.Pittenger@opencongress.org,ocd-division/country:us/state:nc/cd:9,224 Cannon House Office Building,R,202-225-1976,NC,North Carolina,2019-01-03,2017-01-03,02141,Rep,41272,https://pittenger.house.gov
H001067,1971-11-04,house,None,N00033630,8,704-782-1004,H2NC08185,Richard,M,412550,True,Hudson,None,None,None,None,Rep.Hudson@opencongress.org,ocd-division/country:us/state:nc/cd:8,429 Cannon House Office Building,R,202-225-3715,NC,North Carolina,2019-01-03,2017-01-03,02140,Rep,136448,https://hudson.house.gov
D000618,1962-08-20,senate,https://www.daines.senate.gov/connect/email-steve,N00033054,None,202-228-1236,H2MT01060;S2MT00096,Steve,M,412549,True,Daines,None,None,None,None,Sen.Daines@opencongress.org,ocd-division/country:us/state:mt,320 Hart Senate Office Building,R,202-224-2651,MT,Montana,2021-01-03,2015-01-06,02138,Sen,135720,https://www.daines.senate.gov
W000812,1962-09-13,house,None,N00033106,2,202-225-2563,H2MO02102,Ann,F,412548,True,Wagner,None,None,None,None,Rep.Wagner@opencongress.org,ocd-division/country:us/state:mo/cd:2,435 Cannon House Office Building,R,202-225-1621,MO,Missouri,2019-01-03,2017-01-03,02137,Rep,136083,http://wagner.house.gov
N000127,1943-12-17,house,None,N00021207,8,202-225-0699,H2MN08111,Richard,M,408211,True,Nolan,None,M.,None,None,Rep.Nolan@opencongress.org,ocd-division/country:us/state:mn/cd:8,2366 Rayburn House Office Building,D,202-225-6211,MN,Minnesota,2019-01-03,2017-01-03,00867,Rep,138505,http://nolan.house.gov
K000380,1958-08-11,house,None,N00033395,5,202-225-6393,H2MI05119,Daniel,M,412546,True,Kildee,None,T.,None,None,Rep.Dankildee@opencongress.org,ocd-division/country:us/state:mi/cd:5,227 Cannon House Office Building,D,202-225-3611,MI,Michigan,2019-01-03,2017-01-03,02134,Rep,136102,http://dankildee.house.gov
K000383,1944-03-31,senate,https://www.king.senate.gov/contact,N00034580,None,202-224-1946,S2ME00109,Angus,M,412545,True,King,None,None,None,None,Sen.King@opencongress.org,ocd-division/country:us/state:me,133 Hart Senate Office Building,I,202-224-5344,ME,Maine,2019-01-03,2013-01-03,02185,Sen,22381,https://www.king.senate.gov
D000620,1963-04-16,house,None,N00033897,6,202-225-2193,H2MD06195,John,M,412544,True,Delaney,None,K.,None,None,Rep.Delaney@opencongress.org,ocd-division/country:us/state:md/cd:6,1632 Longworth House Office Building,D,202-225-2721,MD,Maryland,2019-01-03,2017-01-03,02133,Rep,135143,http://delaney.house.gov
K000379,1980-10-04,house,None,N00034044,4,202-225-0182,H2MA04073,Joseph,M,412543,True,Kennedy,None,P.,III,None,Rep.Kennedy@opencongress.org,ocd-division/country:us/state:ma/cd:4,434 Cannon House Office Building,D,202-225-5931,MA,Massachusetts,2019-01-03,2017-01-03,02172,Rep,141275,https://kennedy.house.gov
W000817,1949-06-22,senate,https://www.warren.senate.gov/?p=email_senator,N00033492,None,202-228-2072,S2MA00170,Elizabeth,F,412542,True,Warren,None,None,None,None,Sen.Warren@opencongress.org,ocd-division/country:us/state:ma,317 Hart Senate Office Building,D,202-224-4543,MA,Massachusetts,2019-01-03,2013-01-03,02182,Sen,141272,https://www.warren.senate.gov
B001282,1973-07-24,house,None,N00031233,6,None,H0KY06104,Garland,M,412541,True,Barr,None,None,None,Andy,Rep.Barr@opencongress.org,ocd-division/country:us/state:ky/cd:6,1427 Longworth House Office Building,R,202-225-4706,KY,Kentucky,2019-01-03,2017-01-03,02131,Rep,117290,https://barr.house.gov
M001189,1969-02-27,house,None,N00012546,6,765-747-5586,H0IN02125;H0IN05094,Luke,M,412540,True,Messer,None,None,None,None,Rep.Messer@opencongress.org,ocd-division/country:us/state:in/cd:6,1230 Longworth House Office Building,R,202-225-3021,IN,Indiana,2019-01-03,2017-01-03,02130,Rep,33997,https://messer.house.gov
B001284,1960-08-25,house,None,N00033495,5,202-225-0016,H2IN05082,Susan,F,412539,True,Brooks,None,W.,None,None,Rep.Susanwbrooks@opencongress.org,ocd-division/country:us/state:in/cd:5,1030 Longworth House Office Building,R,202-225-2276,IN,Indiana,2019-01-03,2017-01-03,02129,Rep,135988,http://susanwbrooks.house.gov
W000813,1963-08-17,house,None,N00031226,2,202-225-6798,H0IN02190,Jackie,F,412538,True,Walorski,None,None,None,None,Rep.Walorski@opencongress.org,ocd-division/country:us/state:in/cd:2,419 Cannon House Office Building,R,202-225-3915,IN,Indiana,2019-01-03,2017-01-03,02128,Rep,34205,http://walorski.house.gov
B001286,1961-10-17,house,None,N00033390,17,309-786-3720,H2IL17071,Cheri,F,412537,True,Bustos,None,None,None,None,Rep.Bustos@opencongress.org,ocd-division/country:us/state:il/cd:17,1009 Longworth House Office Building,D,202-225-5905,IL,Illinois,2019-01-03,2017-01-03,02127,Rep,134964,https://bustos.house.gov
D000619,1970-01-05,house,None,N00034784,13,217-791-6168,H2IL13120,Rodney,M,412536,True,Davis,None,None,None,None,Rep.Rodneydavis@opencongress.org,ocd-division/country:us/state:il/cd:13,1740 Longworth House Office Building,R,202-225-2371,IL,Illinois,2019-01-03,2017-01-03,02126,Rep,9622,http://rodneydavis.house.gov
